person,personLabel,parentLabel,linkcount
http://www.wikidata.org/entity/Q65964548,France Stele,Melita Pivec Stele,0
http://www.wikidata.org/entity/Q75796221,Elizabeth Anna Le Fanu,William LeFanu,0
http://www.wikidata.org/entity/Q104535315,Geoffrey Rogerson Axon,Ernest Charles Armytage Axon,0
http://www.wikidata.org/entity/Q105085324,Paul Celier,Léonce Celier,0
http://www.wikidata.org/entity/Q19578025,Erik Wilhelm Aurivillius,Pehr Fabian Aurivillius,0
http://www.wikidata.org/entity/Q19792554,Clara Sofia Göthilda Berling,Edward Berling,0
http://www.wikidata.org/entity/Q21451782,Armand Roland Bignon,Jérôme II Bignon,0
http://www.wikidata.org/entity/Q28018677,John Maunoir Sumner,Charles Sumner,0
http://www.wikidata.org/entity/Q28812329,Anna Engelhardt,Nikolai Engelhardt,0
http://www.wikidata.org/entity/Q45757862,Torsten Boheman,Mauritz Boheman,0
http://www.wikidata.org/entity/Q55594174,Anna Cutts,Edward Holyoke,0
http://www.wikidata.org/entity/Q56928507,Charles Maurice Dundas Bruce,Charles Bruce,0
http://www.wikidata.org/entity/Q64438162,Hildur Akselsson,Aksel Andersson,0
http://www.wikidata.org/entity/Q66750792,Parke Chamberlayne Bagby Bolling,George William Bagby,0
http://www.wikidata.org/entity/Q75443261,Constance Ellen Tawney,Charles Henry Tawney,0
http://www.wikidata.org/entity/Q75443264,Agnes Susan Tawney,Charles Henry Tawney,0
http://www.wikidata.org/entity/Q75443266,Charles Joseph Tawney,Charles Henry Tawney,0
http://www.wikidata.org/entity/Q76049734,Emily Sarah Frances Sumner,Charles Sumner,0
http://www.wikidata.org/entity/Q76053476,Charles Sumner,Charles Sumner,0
http://www.wikidata.org/entity/Q76228927,Robert Sumner,Charles Sumner,0
http://www.wikidata.org/entity/Q76313790,Sophia Albertina Summer,Charles Sumner,0
http://www.wikidata.org/entity/Q84703711,Priscilla Holyoke Pearson,Edward Holyoke,0
http://www.wikidata.org/entity/Q93250654,Tommaso Gnoli,Domenico Gnoli,0
http://www.wikidata.org/entity/Q96077337,Louisa Norton,Andrews Norton,0
http://www.wikidata.org/entity/Q96077338,Catherine Jane Norton,Andrews Norton,0
http://www.wikidata.org/entity/Q96077339,William Eliot Norton,Andrews Norton,0
http://www.wikidata.org/entity/Q96077341,Mary Eliot Norton,Andrews Norton,0
http://www.wikidata.org/entity/Q96217041,Sarah Cutler,Ephraim Cutler,0
http://www.wikidata.org/entity/Q108905495,Leonard Wheeler Kephart,Horace Kephart,0
http://www.wikidata.org/entity/Q109651680,Sabine René-Jean,René-Jean,0
http://www.wikidata.org/entity/Q110102298,Louisanna Sumner,Charles Sumner,0
http://www.wikidata.org/entity/Q113610225,Oswin Edmund Craster,Edmund Craster,0
http://www.wikidata.org/entity/Q28846412,Arthur-Marie-Maurice Bourel de la Roncière,Charles de La Roncière,0
http://www.wikidata.org/entity/Q61819784,André-Léon Tardieu,Amédée Tardieu,0
http://www.wikidata.org/entity/Q61819834,Jacques Tardieu,Amédée Tardieu,0
http://www.wikidata.org/entity/Q64624711,Gustava Eleonora Gjörwell,Carl Christoffer Gjörwell Sr.,0
http://www.wikidata.org/entity/Q66778916,Paul-Augustin Drach,David Paul Drach,0
http://www.wikidata.org/entity/Q86324535,Esther Stoddard,Solomon Stoddard,0
http://www.wikidata.org/entity/Q96076675,Rebekah Stoddard,Solomon Stoddard,0
http://www.wikidata.org/entity/Q96305821,Rev. Anthony Stoddard,Solomon Stoddard,0
http://www.wikidata.org/entity/Q96572812,Hannah Stoddard,Solomon Stoddard,0
http://www.wikidata.org/entity/Q96572864,Paul Noël,Eugène Noël,0
http://www.wikidata.org/entity/Q100145444,Mary Mix,Solomon Stoddard,0
http://www.wikidata.org/entity/Q108903140,Colonel John Stoddard,Solomon Stoddard,0
http://www.wikidata.org/entity/Q113552839,Marie Alfred Silvestre de Sacy,Ustazade Silvestre de Sacy,0
http://www.wikidata.org/entity/Q21166577,Loftus Longueville Tottenham Clarke,Thomas Brooke Clarke,0
http://www.wikidata.org/entity/Q21544475,Karl Wagner,Friedrich Ludwig Wagner,0
http://www.wikidata.org/entity/Q28056760,Caroline Fabricius,Andreas Schleiermacher,0
http://www.wikidata.org/entity/Q55720270,Lloyd Pearsall Smith,John Jay Smith,0
http://www.wikidata.org/entity/Q67409605,Jules Cocheris,Hippolyte Cocheris,0
http://www.wikidata.org/entity/Q75591894,Charles Mackworth-Young,Robert Mackworth Young,0
http://www.wikidata.org/entity/Q75770705,Algernon Francis Blake Crofton,F. Blake Crofton,0
http://www.wikidata.org/entity/Q75770732,Arthur Molesworth Crofton,F. Blake Crofton,0
http://www.wikidata.org/entity/Q75770837,Alice Muriel Woodward Crofton,F. Blake Crofton,0
http://www.wikidata.org/entity/Q75770841,Kathleen Maude Crofton,F. Blake Crofton,0
http://www.wikidata.org/entity/Q94741287,Elisabeth Knoll,Artur Biedl,0
http://www.wikidata.org/entity/Q94761290,Auguste Ewald,Andreas Schleiermacher,0
http://www.wikidata.org/entity/Q95186413,Annemarie Meierjohann,Artur Biedl,0
http://www.wikidata.org/entity/Q95186414,Veronika Kriwanek,Artur Biedl,0
http://www.wikidata.org/entity/Q105109741,William Platt Hayes,Rutherford P. Hayes,0
http://www.wikidata.org/entity/Q106407199,Q106407199,Joža Glonar,0
http://www.wikidata.org/entity/Q111770728,Birchard Platt Hayes,Rutherford P. Hayes,0
http://www.wikidata.org/entity/Q57778842,Ebenezer Pemberton,Ebenezer Pemberton,0
http://www.wikidata.org/entity/Q58642843,Adam Taube,Gurli Taube,0
http://www.wikidata.org/entity/Q58642843,Adam Taube,Nils Taube,0
http://www.wikidata.org/entity/Q59159832,Raymond Braislin Montgomery,Priscilla Montgomery,0
http://www.wikidata.org/entity/Q50819161,Mary Robinson,John Robinson,0
http://www.wikidata.org/entity/Q51844347,Sibylle Dahms,Constantin Schneider,0
http://www.wikidata.org/entity/Q52380264,Mathilde Zedler,Gottfried Zedler,0
http://www.wikidata.org/entity/Q53350436,Solomon Bulkley Griffin,Nathaniel Herrick Griffin,0
http://www.wikidata.org/entity/Q55844551,Hektor Hubert Lamey,Ernst Andreas Lamey,0
http://www.wikidata.org/entity/Q56151645,Eileen Gregory,Elizabeth Bugie,0
http://www.wikidata.org/entity/Q76253971,Joseph Strutt,Joseph Strutt,0
http://www.wikidata.org/entity/Q94906168,Ludwig Last,Albert Last,0
http://www.wikidata.org/entity/Q105209067,Johann Friedrich Wettstein,Johann Rudolf Wettstein,0
http://www.wikidata.org/entity/Q106091083,Ustinya Zinovyeva,Bernhard Theodor Breitkopf,0
http://www.wikidata.org/entity/Q111965535,Louise Alice Champollion-Figeac,Aimé Champollion-Figeac,0
http://www.wikidata.org/entity/Q28836319,Carlos Serrano,Claude Bloch,0
http://www.wikidata.org/entity/Q41882904,"Ger Schmook, Jr.",Ger Schmook,0
http://www.wikidata.org/entity/Q50631116,Mary Robinson,Joseph Ogle,0
http://www.wikidata.org/entity/Q50819161,Mary Robinson,Mary Robinson,0
http://www.wikidata.org/entity/Q55987321,Justo García Morales,Justo García Soriano,0
http://www.wikidata.org/entity/Q56435818,Grace Gardner Griffin,Appleton Prentiss Clark Griffin,0
http://www.wikidata.org/entity/Q61269968,Bat Sheva Hershkovits,Moshé Catane,0
http://www.wikidata.org/entity/Q61270622,Miryam Samuel,Moshé Catane,0
http://www.wikidata.org/entity/Q75881208,John James Hall,Aylmer Hall,0
http://www.wikidata.org/entity/Q75881209,Julia Kathleen Aylmer Hall,Aylmer Hall,0
http://www.wikidata.org/entity/Q77690262,Jiří Kunc,Jaroslav Kunc,0
http://www.wikidata.org/entity/Q105804998,Claire de Moy,Hendrik de Moy,0
http://www.wikidata.org/entity/Q59609972,Theodora Vischer,Christoph Vischer,0
http://www.wikidata.org/entity/Q60830325,Conrad Wirz,Hans Konrad Wirz,0
http://www.wikidata.org/entity/Q94743846,Blandina Le Clercq,Jonathan LeClercq,0
http://www.wikidata.org/entity/Q94914047,Arnulf Kattermann,Gerhard Kattermann,0
http://www.wikidata.org/entity/Q94919657,Philipp Wolff-Windegg,Werner Wolff,0
http://www.wikidata.org/entity/Q94933732,Nathanael Falck,Michael Falck,0
http://www.wikidata.org/entity/Q95186289,Margareta Elisabeth Weise,Melchior Schmidt,0
http://www.wikidata.org/entity/Q95198987,Regine Benda,Elimar Benda,0
http://www.wikidata.org/entity/Q95231820,Hermann Adolf Hienz,Hermann Hienz,0
http://www.wikidata.org/entity/Q95344366,Detlev Hellfaier,Karl-Alexander Hellfaier,0
http://www.wikidata.org/entity/Q60297842,Lyman A. Cotten,Elizabeth Henderson Cotten,0
http://www.wikidata.org/entity/Q60583643,Harriet Schiff,Zelda Schiff,0
http://www.wikidata.org/entity/Q61791437,Giovanni Giacomo Della Bona,Giuseppe Domenico Della Bona,0
http://www.wikidata.org/entity/Q73621839,Anna Andersson,Karin Andersson,0
http://www.wikidata.org/entity/Q73622165,Isabelle Andersson,Karin Andersson,0
http://www.wikidata.org/entity/Q83469675,Johann Georg Frick,Johann Frick,0
http://www.wikidata.org/entity/Q91517316,Hannah Gookin,Nathaniel Gookin,0
http://www.wikidata.org/entity/Q91519052,Dorothy Cotton,John Cotton,0
http://www.wikidata.org/entity/Q91524305,Mary Cotton,John Cotton,0
http://www.wikidata.org/entity/Q91524307,Thomas Whiting,John Whiting,0
http://www.wikidata.org/entity/Q98017000,Isabella Pratt,Benjamin Prat,0
http://www.wikidata.org/entity/Q98270490,Elena Orestovna Gabel,Augustine Stanislavovna Gabel,0
http://www.wikidata.org/entity/Q99756719,Anton Hittmair,Anton Hittmair,0
http://www.wikidata.org/entity/Q100262434,Rudolf Paschkis,Heinrich Paschkis,0
http://www.wikidata.org/entity/Q100266273,Erwin Paschkis,Heinrich Paschkis,0
http://www.wikidata.org/entity/Q107138704,Katherine Gibbs,Josiah Willard,0
http://www.wikidata.org/entity/Q64850271,Jiří Rambousek,Stanislav Rambousek,0
http://www.wikidata.org/entity/Q74693246,Sidsel Colbiørnsen,Elisabeth Colbiørnsen,0
http://www.wikidata.org/entity/Q76047272,Matthew Francis Holland,David Cuthbert Lyall Holland,0
http://www.wikidata.org/entity/Q76047279,Peter Gwinnell Holland,David Cuthbert Lyall Holland,0
http://www.wikidata.org/entity/Q76047280,Lucinda Jane Holland,David Cuthbert Lyall Holland,0
http://www.wikidata.org/entity/Q94932400,Gustav Bunsen,Christian Bunsen,0
http://www.wikidata.org/entity/Q95198705,Daniela Lülfing,Gisela Lülfing,0
http://www.wikidata.org/entity/Q104099280,Bertram Bartoš,Lydie Franka Bartošová,0
http://www.wikidata.org/entity/Q108032962,Anna Feitzinger,Adolf Wolf,0
http://www.wikidata.org/entity/Q108571245,Maria Teresa Gnoli,Tommaso Gnoli,0
http://www.wikidata.org/entity/Q21549593,Johann August Christoph von Einem,Johann Just von Einem,0
http://www.wikidata.org/entity/Q95256113,Karl Scherling,Friedrich Scherling,0
http://www.wikidata.org/entity/Q95298687,Johannes Klos,Herbert Klos,0
http://www.wikidata.org/entity/Q102311064,André Loh-Kliesch,Gerhard Loh,0
http://www.wikidata.org/entity/Q109997561,Pavel Aleš,Bohumír Aleš,0
http://www.wikidata.org/entity/Q110929853,Evelyn Page Howlett,Frederick Winslow Page,0
http://www.wikidata.org/entity/Q99689587,Morgan Baker,Molly Griswold Flender,0
http://www.wikidata.org/entity/Q107969013,"William Hobbs Childress, Jr.",Lillian Haydon Childress Hall,0
http://www.wikidata.org/entity/Q111754473,Anna Gil Mengual,Daniel Gil Solés,0
http://www.wikidata.org/entity/Q111754514,Alba Gil Mengual,Daniel Gil Solés,0
http://www.wikidata.org/entity/Q111754653,Noèlia Toboso Mengual,Daniel Gil Solés,0
http://www.wikidata.org/entity/Q42399014,Grégoire Celier,Paul Celier,0
http://www.wikidata.org/entity/Q104257662,Lucy Lee,Marion Lincoln Lewis,0
http://www.wikidata.org/entity/Q104258966,Francis Lincoln Lee,Marion Lincoln Lewis,0
http://www.wikidata.org/entity/Q104694031,Giulio Cesare Faccio,Cesare Faccio,0
http://www.wikidata.org/entity/Q105098195,Karin Zetterqvist,Edvard Zetterqvist,0
http://www.wikidata.org/entity/Q111750009,Jennifer Sayles Harville,Lydia Coolidge Sayles,0
